business_id,name,address,city,latitude,longitude,stars,review_count,categories
ZMlqRNakFKpIfE24y8u-RA,Treasure Island Fun Center,7770 Seminole Blvd,Seminole,27.8426782,-82.7871799,4.0,24,"Pizza, Arcades, Active Life, Arts & Entertainment, Event Planning & Services, Amusement Parks, Party & Event Planning, Restaurants"
4MbKIpdVPz4OkoyS24fEEg,Westshore Pizza,7651 Starkey Rd,Seminole,27.841273,-82.7617744,3.0,25,"Restaurants, Pizza"
-eBDRVn1mPwHFCF_hry20Q,Flatbreads,"4100 George J Bean Pkwy, Airside C, Tampa International Airport",Tampa,27.9767770195,-82.5374242193,2.5,24,"Sandwiches, American (New), Restaurants, Pizza"
3UK4mtRYfn0efzFKbDEtCA,Hungry Howie's Pizza & Subs,620 Alt 19 N,Palm Harbor,28.073927,-82.766749,3.5,10,"Pizza, Restaurants, Italian, Chicken Wings, Sandwiches"
zzIF9qp2UoHN48EeZH_IDg,Domino's Pizza,40188 US Hwy 19 N,Tarpon Springs,28.137368,-82.740846,3.0,19,"Italian, Restaurants, Pizza, Chicken Wings, Sandwiches"
yLOWWBO0fqy29GbxkxhJCg,Villa Roma Italian Restaurant & Pizza,1818 US Hwy 19,Holiday,28.185402,-82.738869,3.0,25,"Italian, Pizza, Restaurants"
1ZZyf6WsmY8tMyYQzhaXMg,Pizza Hut,28670 Fl-54,Wesley Chapel,28.2379140995,-82.3416472024,2.0,12,"Restaurants, Fast Food, Pizza, Chicken Wings, Italian"
M4kHDHNzftSUtgpgyLlZ8w,Slice of Life Pizzeria,9123 Little Rd,New Port Richey,28.2900031,-82.6771702,3.5,68,"Restaurants, Pizza"
hRQPkntymbLS-IvkhHa32Q,Fortunatos Pizza Station,4687 Park Blvd N,Pinellas Park,27.8396741647,-82.6976715433,3.5,46,"Restaurants, Pizza, Italian"
IutQN-u-d_T4Ra0MMHKeIw,Taco Bell,4599 Park Blvd,Pinellas Park,27.8397,-82.6957,2.0,24,"Restaurants, Mexican, Fast Food, Breakfast & Brunch, Tacos, Tex-Mex"
3ds7tczq1T8m0sUWhr9q6g,Papa John's Pizza,512 East Hillsborough Ave,Tampa,27.9966068,-82.4545849,2.5,29,"Restaurants, Pizza"
2kuhZOrWcLYe_XePccr4lA,Cappy's Pizzeria- Seminole Heights,4910 N Florida Ave,Tampa,27.9912707,-82.4596841,3.5,221,"Restaurants, Food, Pizza"
BuQptNNitbz1oylgBlm27g,BJ's Restaurant & Brewhouse,25628 Sr 56,Lutz,28.1927167,-82.3929411,3.5,301,"Food, American (New), Restaurants, Pizza, Breweries"
5fpqJVrIqf0rlxzT5mz0GQ,Domino's Pizza,11200 E Dr Martin Luther King Jr Blvd,Seffner,27.9820668,-82.309979,2.5,15,"Sandwiches, Restaurants, Pizza, Chicken Wings"
2KmXPL-x45sLWame_mrceg,Hungry Howie's Pizza & Subs,4511 Grand Blvd,New Port Richey,28.2247006,-82.7236289,2.0,16,"Chicken Wings, Pizza, Restaurants, Italian, Sandwiches"
YFF9QHuMMi5nT1TtY2L2tw,New York New York Pizza,5509 E Fowler Ave,Temple Terrace,28.053432913400002,-82.3943854496,3.5,35,"Pizza, Restaurants"
UWk9hczxAjMT6y5C3826fw,Cicis,5771 E Fowler Ave,Tampa,28.0531920633,-82.3917619139,3.0,31,"Pizza, Restaurants, American (Traditional)"
BGiPAfbulCyIaRc_3EE7VQ,ABC Pizza,5963 Gall Blvd,Zephyrhills,28.2445754,-82.1897379,3.0,9,"Soup, Pizza, Desserts, Restaurants, Food, Greek"
-o6bah2j6_IH9pkwANXcLA,Fireside Pizza Cafe,1104 Nebraska Ave,Palm Harbor,28.0788023837,-82.7657673928,4.0,234,"Restaurants, Italian, Pizza"
jf6eBN2JxipvLu0yEzD_4Q,Titos Pizza,1233 Kass Cir,Spring Hill,28.4528979,-82.5924293,3.5,35,"Pizza, Restaurants"
ENFmfflwE7qo0jvTUxWjVw,New York New York Pizza - Carrollwood,10434 N Dale Mabry Hwy,Tampa,28.046817,-82.505051,4.0,96,"Pizza, Italian, Restaurants, Burgers, Sandwiches"
lRPOodYgeRScvDDDO8_Qjg,Tuttorosso Restaurant & Pizzeria,7863 Blind Pass Rd,St Pete Beach,27.7456209,-82.7518865,4.0,336,"Italian, Australian, Pizza, Bars, Wine Bars, Salad, Restaurants, Sports Bars, Nightlife"
dxexiQ58O06mgl9upWR7rw,Hungry Howie's Pizza & Subs,6104 N US Hwy 41,Apollo Beach,27.765888,-82.3945507,3.5,13,"Restaurants, Sandwiches, Italian, Pizza, Chicken Wings"
hA_21KNZ-qpA23hN4_txqQ,Tates Pizza,3342 S W Shore Blvd,Tampa,27.9135743,-82.5264264,3.0,97,"Sports Bars, Lounges, Nightlife, Pizza, Italian, Beer, Wine & Spirits, Bars, Food, Cocktail Bars, Restaurants"
7Us4mR7VvyuOmDBIwQj6RQ,A B C Pizza House,114 N Alexander St,Plant City,28.01447,-82.1375755,3.5,29,"Restaurants, Pizza"
NEqJZrbQZebj3art9vKW-Q,Little Caesars Pizza,"3848 Sr 674, Unit 112",Sun City Center,27.7130703915,-82.3734873226,2.5,18,"Pizza, Restaurants"
38yHZCHWgPZlDj5SqdNcpA,Mama Rosa's Pizza,1616 E 7th Ave,Tampa,27.9603618941,-82.4410984448,2.0,121,"Restaurants, Italian, Food Delivery Services, Mediterranean, Food, Pizza, Chicken Wings"
7cFff7JiZuOtdJILhSXm-Q,Your Pizza Shop,1200 8th Ave SW,Largo,27.909755099999998,-82.8006739,4.0,43,"Restaurants, Pizza"
CSlJBdoIGHhVg_JAc5aZwA,Starkey Pizza,12512 Starkey Rd,Largo,27.8860589,-82.7630514,4.0,38,"Sandwiches, Restaurants, Pizza, Italian"
Vsjp3Sq5zuLDxJGonGdwVA,Domino's Pizza,365 8th St S,St Petersburg,27.7674784095,-82.6451881374,2.5,30,"Pizza, Sandwiches, Chicken Wings, Restaurants"
pl-F3mfBJaGSkTSM_BJtlw,Pizza Hut,12036 Anderson Rd,Tampa,28.0603708,-82.5435984135,3.0,18,"Chicken Wings, Restaurants, Pizza, Italian, Fast Food"
CWTQ7L73qeZfHhgXzROYbA,NY Times Square Pizzeria,226 E Bearss Ave,Tampa,28.0894696911,-82.4586442979,4.0,46,"Pizza, Restaurants, Italian, Gluten-Free, Sandwiches"
v4jzYZvLqCxPvJLmYzMibg,Tomato Joes Pizzeria,7032 W Waters Ave,Tampa,28.024518,-82.560608,4.5,85,"Restaurants, Italian, Pizza, American (New)"
jeYKFQR3cJgae6qex9z2Ng,Little Caesars,1926 US Hwy 19,Holiday,28.187432,-82.738514,2.0,5,"Restaurants, Pizza"
bJ4glr2bn0pToxHVtFtKDQ,Taco Bell,13032 US 301 S,Riverview,27.796387,-82.334069,2.5,22,"Restaurants, Fast Food, Breakfast & Brunch, Mexican, Tacos"
90cCQtSU4TSrXUuVsMc9Iw,Diesel Pizza,8624 US-301,Riverview,27.8652133172,-82.3260013275,5.0,26,"Restaurants, Pizza"
mMXCzZxa-cKz2XPSkvz7wA,Crafty Squirrel,259 Central Ave,Saint Petersburg,27.7714457474,-82.6367384568,3.5,43,"Nightlife, Sports Bars, Pizza, Bars, Chicken Wings, Restaurants"
EqExDsSfwOrTC1MW9sJtRQ,Pizza Hut,4350 66th St N,Saint Petersburg,27.8112645458,-82.7295704093,1.5,11,"Pizza, Chicken Wings, Restaurants, Italian, Fast Food"
dExbA_Nx9nQF3qSTeydzXg,Westshore Pizza,11643 Boyette Rd,Riverview,27.8522921,-82.3048226,2.0,42,"Chicken Wings, Restaurants, Food Delivery Services, Cheesesteaks, Food, Pizza"
hu9biToB-LA9VQGKPACffw,Zeko's Pizzeria,2001 Gulf To Bay Blvd,Clearwater,27.9601029,-82.7540749,4.0,63,"Pizza, Restaurants"
ROnkVXPz5jRlMQvLw05UEA,Cappy's Pizza,16019 Tampa Palms Blvd,Tampa,28.0993464311,-82.3980756661,4.0,136,"Pizza, Italian, Restaurants, Greek, Salad"
D1AGSvIci0E53E1Yix1mXA,Taco Bell,1701 East Fowler Avenue,Tampa,28.054546,-82.440837,2.5,14,"Mexican, Restaurants, Tex-Mex, Breakfast & Brunch, Fast Food, Tacos"
RDZGzVpeqCWJAir_uu6FBQ,Domino's Pizza,1110 S Myrtle Ave,Clearwater,27.9539839,-82.7962403,3.5,14,"Chicken Wings, Restaurants, Pizza, Sandwiches"
aGkeOZuXdJC1yBXRLTJUSg,Palma Ceia Pizzeria & Wings,3838 W Neptune St,Tampa,27.9297206,-82.5076338,2.5,9,"Pizza, Chicken Wings, Italian, Restaurants"
t132qqcNfr_3ZASDxhdn_Q,Taco Bell,3550 Ulmerton Rd,Clearwater,27.8931180534,-82.6816124631,2.5,22,"Tex-Mex, Tacos, Mexican, Food, Restaurants, Breakfast & Brunch, Fast Food"
7W1YGmK5HLA2XqJpIV5KNQ,Domino's Pizza,32530 US Highway 19 N,Palm Harbor,28.0684538084,-82.7395758748,2.5,10,"Restaurants, Pizza, Sandwiches, Chicken Wings"
jpw9W_oiaDOMkvifWFCb7Q,Pizza Rock,401 S Parsons Ave,Brandon,27.9337365,-82.2853575,4.5,153,"Italian, Sandwiches, Pizza, Restaurants"
trWcT4Ssc6roDtFceRa2Dg,DeRusso’s Pizzeria,1120 Pinellas Bayway S,Tierra Verde,27.6748729,-82.7265795,4.0,81,"Italian, Restaurants, Pizza"
EKqTHG-TXTrP-EWpUftL0w,CK's Eats & Drinks,325 S Gulfview Blvd,Clearwater Beach,27.973233912,-82.8292666368,3.0,139,"Restaurants, Seafood, American (Traditional), Pizza, Chicken Wings, American (New)"
rbazT4HNABCj_CeEG7IpNw,Fratelli's Pizza and Cafe,5327 Village Market,Wesley Chapel,28.2343328,-82.352302,4.5,118,"Restaurants, Specialty Food, Pasta Shops, Food, Chicken Wings, Pizza"
6iz0BzqyoSsmX74uczIBPQ,"Westshore Pizza Southside, Inc",2824 54th Ave S,Saint Petersburg,27.7179428785,-82.6719748887,2.5,55,"Restaurants, Pizza"
TcJ1bB2omO0CIoEC4xtSxg,Tampa Pizza Company,4110 Henderson Blvd,Tampa,27.927386,-82.512608,3.0,30,"Chicken Wings, Restaurants, Pizza, Italian, Wraps"
csfq_i-3HcyBFt50JK344g,The Bread Artisans,6925 4th St N,Saintt Petersburg,27.8351365,-82.6383432,4.5,11,"Food, Desserts, Bakeries, Restaurants, Pizza"
sWgUvRdRb3Ror73f-Ygu1g,Sam's New York Pizza,4209 Little Rd,New Port Richey,28.22044,-82.66652,3.5,89,"Italian, Restaurants, Chicken Wings, Pizza"
jE3rE1Vqju-2KvVzabHVGw,Pizza Hut,"1155 Pasadena Ave S, Ste J, Pasadena Square",South Pasadena,27.7585368,-82.7371187,3.5,14,"Restaurants, Pizza, Chicken Wings, Italian, Fast Food"
MXTtsE0pund0SVzvYWUFTQ,Due Amici,1724 E 7th Ave,Tampa,27.9604769,-82.4396361,4.5,350,"Nightlife, Bars, Pizza, Restaurants, Italian"
nXcVJFh9LYBniua3ilRa0A,Domino's Pizza,12613 Ulmerton Rd,Largo,27.8845688,-82.8123722,2.5,7,"Pizza, Chicken Wings, Sandwiches, Restaurants"
3Mkq8tRk9eb_eYY2ZAN1_g,Capri Pizza and Pasta,19265 N Dale Mabry Hwy,Lutz,28.1573390291,-82.480823515,4.0,52,"Restaurants, Pizza, Food, Sandwiches, Desserts, Salad"
pdve_-WVRC8V5XWzwHgchw,Steve's Pizzeria,8830 N Himes Ave,Tampa,28.0355115,-82.5011411,3.5,54,"Sandwiches, Pizza, Restaurants, Salad, Diners"
ZN688ReGphfv8WjLHNN5WQ,ABC Pizza International,4005 Land O Lakes Blvd,Land O Lakes,28.2158286,-82.4604951,3.5,73,"Pizza, Restaurants"
nDpgdmULZKgRgOypj-jWuA,Pizzeria Gregario,400 2nd St N,Safety Harbor,27.991606,-82.691476,4.0,170,"Restaurants, Beer Bar, Salad, Pizza, Kombucha, Nightlife, Bars, Food"
ql-17MqVgeIywBlbVon_sQ,Sergio's Restaurant & Pizzeria,35233 State Rd 54,Zephyrhills,28.2248182,-82.2341572,3.5,44,"Restaurants, Pizza, Italian"
pBoCNJzmjGghZL-osNH6sw,Taste Of New York Pizzeria,17503-C Preserve Walk Ln,Tampa,28.1280542,-82.3694407,4.0,133,"Pizza, Italian, Restaurants"
e69s41ql63rMY3HD5zuXBA,Domino's Pizza,915 N Franklin St,Tampa,27.952017,-82.459294,2.0,11,"Restaurants, Pizza, Sandwiches, Chicken Wings"
F1KaCDAOGLJM_ZLDScIgRQ,Papa John's Pizza,11246 Park Blvd,Seminole,27.8402909012,-82.7946885568,1.5,13,"Pizza, Restaurants"
